4897,1305
6745,933
12489,648
19154,1620
7126,1378
4039,1169
10761,1266
19243,2131
834,1193
8685,732
15291,913
13319,1309
3826,1334
6080,1122
13945,1226
953,917
13944,762
16486,912
16889,522
21458,1225
212,1294
19985,1260
22172,681
19631,782
21453,1108
23427,1545
16021,1360
13209,1426
19793,1080
24455,1794
13032,951
4269,831
14344,1227
16362,1163
21778,1177
3618,1035
11829,1462
1619,1158
272,1267
23512,636
10179,1430
13558,680
23204,1228
24042,1340
7373,1459
23464,2348
17357,2486
6944,1433
14478,1243
19420,1348
17582,1169
14995,604
18822,816
9405,1641
11518,2449
7106,1102
9744,552
23382,1287
12813,1610
3731,860
13129,1260
14405,987
13497,2176
16270,895
22840,1628
19626,887
19853,892
3252,909
24385,1462
7800,907
6300,2503
24021,1048
24687,1777
1125,1411
873,864
14815,2640
21937,725
23995,1720
20639,551
23012,706
18743,1129
18188,1234
23503,1061
24550,1395
15867,561
16747,1670
23903,1150
12121,1818
12106,1192
22119,1235
10698,1056
8201,1123
18077,1796
4353,2084
16341,1528
19380,1013
920,1470
6370,1221
7732,1091
23349,1695
24815,1360
5371,1322
17750,986
8318,586
15231,1490
3452,2573
7355,1332
1910,726
3578,564
1840,845
18981,1448
19707,1750
12206,1478
17086,879
5272,1167
3582,882
8849,1633
17983,1774
1237,1431
20780,1244
15638,2287
1312,778
22546,1115
24742,1242
6023,1641
3624,1406
9480,1339
19493,1931
22109,1195
13742,946
16907,1333
16710,906
18091,988
5959,1097
2320,1046
19982,1196
9860,1948
12583,1454
2769,955
20580,851
79,636
4606,1079
3961,1310
15856,1466
11536,1418
2238,518
12003,1390
2702,951
21264,833
17970,901
4050,1060
6734,1091
8618,1391
7790,1648
3594,1309
22696,1575
21987,1341
23266,1306
22748,1489
8869,529
15829,503
15372,1388
11247,2528
12312,1408
6506,675
457,2023
14121,1715
3776,527
581,1802
6002,638
17559,2538
5426,1013
14396,921
10271,1483
2497,631
11543,1353
3449,657
321,1915
6138,1308
8967,1289
3703,1285
14399,1240
18201,759
20072,676
3420,1426
3202,1617
14228,814
23939,2360
16964,1055
5870,2058
22722,1093
23381,837
13151,1872
13072,1091
3477,1220
20295,565
3171,654
9520,1328
8815,1286
23029,1225
6427,1350
16626,1499
24587,1805
15322,1382
19456,1753
20341,1250
10466,902
14313,1309
5012,1894
21714,1149
19070,2586
14998,2498
3006,1765
20895,2193
3867,681
5234,1394
14595,903
493,1101
12226,1474
6031,1454
23379,1226
4104,643
22560,1617
23122,1354
10882,2215
22620,1858
7675,1469
14661,1228
1738,1023
19989,2416
7915,1558
24581,756
11626,1440
11302,1158
10610,973
21932,778
5973,1811
3402,1055
5100,657
21921,996
10479,1162
2205,1177
19264,785
3556,1284
10707,1179
21824,1183
15465,1136
18355,1615
19176,1485
24828,1483
1455,1525
21050,2220
20330,1584
19624,1342
793,1431
23003,885
23422,1452
1876,549
18501,1342
14101,1360
17632,573
11953,1141
670,1297
4994,1250
5483,1364
13806,1458
1497,1105
15812,1463
18722,1403
1334,2021
16287,1307
21537,1402
9352,1305
15435,1591
20190,735
11681,1719
2851,920
21490,1225
23194,1468
2666,1193
21912,1728
21986,644
20564,2143
7694,1310
7668,1190
1591,638
12903,2144
23097,542
13679,2189
23282,2237
7276,1243
16279,631
4561,1377
2772,1293
13330,2262
18033,796
7356,784
22118,1528
13663,1030
5127,1614
11032,910
20011,1061
24717,1327
9298,1270
19942,1408
9334,2581
8305,796
16714,1899
19073,1478
22680,516
13779,1340
6432,1328
22015,1440
4988,1480
4990,1951
7400,1489
2794,1524
12274,1225
1719,713
17697,1253
6084,1688
21324,1372
3062,1288
14043,1246
15054,1430
111,591
20101,1062
6418,1526
256,2058
9878,699
16120,563
21284,2104
5181,1349
1360,1225
11395,749
2815,919
17955,537
24546,1379
11020,1308
13554,1259
4856,1485
1300,1723
20069,835
17599,1171
346,1015
8550,1625
10608,1260
11747,1476
1405,1172
10410,1398
20724,1321
10434,977
17843,801
13002,1363
15522,907
2506,813
13363,1657
11054,2518
10650,1909
6861,832
24934,1198
11525,1368
20802,1190
17612,1056
11378,1227
7409,1311
5155,1270
21032,1091
127,1510
5999,1144
17909,1307
9381,1479
16298,817
11548,1426
9843,728
20993,784
17807,942
2733,1284
5141,550
10633,1183
20626,1000
15502,2096
23523,1459
11793,2046
5523,1471
6474,1278
8029,1476
13557,1776
23435,1136
21742,1652
13930,1299
476,1356
1885,1364
21045,1665
15166,1822
17365,1997
16958,849
24847,557
14996,1363
23001,1540
10228,1171
22334,1232
3457,1454
5210,1380
2558,1372
24454,1313
536,1315
2998,1371
461,1251
23078,1027
18816,1002
4878,1470
17374,678
24758,910
1199,1489
8616,1196
14509,1212
16757,1968
22552,1457
15262,638
5812,1277
8027,794
12585,1252
11549,563
3374,791
8408,1336
14170,1815
7987,947
1683,1379
23225,1453
8848,952
11840,2244
8437,1591
2775,839
11713,1000
8663,1870
12716,1633
17674,1214
4416,569
3982,1709
8456,588
2174,1445
10188,2110
2113,1050
4633,1914
11516,1302
24727,1948
2023,676
17146,686
7834,1451
18597,1275
12370,586
19102,1731
23101,1444
695,1369
23589,1575
22658,982
16370,1189
23129,1442
21561,735
9057,1415
15358,1558
9327,687
10053,1536
17269,1294
19615,1527
18548,872
20574,1719
24658,552
10118,1615
22466,1536
13475,1244
2765,1444
5099,839
3532,906
6433,1137
15450,631
12367,1448
21252,683
11355,550
24980,696
17439,1377
10406,1513
535,1556
11878,1422
12181,1441
18051,1303
19133,697
13313,1022
5079,698
1587,2505
204,940
9871,1802
13323,1500
8665,590
19395,1436
10539,1098
3861,606
996,1303
1331,910
5094,753
14402,726
17906,1158
3045,856
16357,684
24770,1123
10667,1599
23318,1024
19479,1289
9818,1454
8228,540
22298,1540
975,1182
22027,1334
8876,526
11667,1133
12597,1240
13238,1574
3131,1573
21292,2323
12499,1453
6725,1289
19430,1074
17491,622
17018,906
7198,678
8524,1160
22020,1416
21228,1250
10258,514
16606,635
22591,622
3888,2129
13124,851
7894,1755
7670,1173
15594,572
21172,1554
11276,1360
12622,1683
16126,2158
4672,1141
21745,1890
9832,1293
8254,1705
21404,1143
3371,2116
6705,1367
8706,1140
404,1313
7045,1261
4441,756
7151,1993
3580,1151
15579,1217
10535,629
3830,819
14818,572
14007,1253
3502,663
48,1279
19450,1123
19085,1608
10224,1362
14772,509
24563,1810
4037,1457
833,1330
5643,1546
14139,961
12435,1432
12364,1407
23971,679
16300,1252
20767,1695
13534,1490
9722,1432
18962,1791
22932,1225
14353,1263
21861,1175
20389,2599
8626,555
19046,1473
10677,1433
5550,858
18137,954
20243,1494
4640,964
19542,1531
2689,1220
9051,1292
24202,883
10571,719
3170,1351
8991,2465
8466,1317
1275,818
6636,1745
15763,1237
8870,1241
4083,1042
13040,1794
19950,1340
9856,1300
22726,1722
20904,879
3022,1070
6673,1124
7877,1831
16990,1078
13653,962
6906,1323
9036,1239
6128,1059
22598,1301
13868,1286
6252,696
14463,1640
8728,1424
21595,1543
16104,997
19433,1361
24288,1150
8683,1358
15904,2002
4277,1316
3476,1178
14751,2231
3263,1177
9940,1250
3721,1451
2170,864
22871,501
14238,708
6021,628
23294,1520
2633,1625
20973,1313
4809,1508
5496,1217
6655,867
930,2171
12089,1173
9803,1533
12548,925
6682,1248
21626,1514
19286,1240
11058,2241
21364,557
6805,1383
23171,1734
16724,1718
21612,1069
17527,1293
23868,1511
16727,1341
15089,929
17279,1151
13053,1364
14256,1225
8375,3380
7959,1244
16023,887
3158,1214
24846,937
13912,1395
2255,530
11833,1431
6204,1161
21302,1693
13159,560
24389,1805
14742,2147
3019,692
8284,1250
15202,662
13237,1823
20085,1761
20675,1460
11969,1982
20529,1238
11608,1110
5903,646
17995,1393
14726,1285
15658,1070
23617,1788
14971,1316
22501,1771
7756,1306
401,1180
15077,1433
16874,1296
16278,1382
18354,2325
20206,866
11205,1072
17097,684
19984,1383
22226,825
6282,607
3885,1245
23405,1339
20537,679
23351,1519
14160,979
12204,935
18800,766
22795,1360
17055,1069
5466,781
24964,1250
15263,1204
7633,1047
14298,1390
1002,1012
2353,646
18623,770
5381,1289
11139,1589
8348,1541
24399,755
2427,2038
14970,1411
15367,2619
18524,1575
4890,1015
2768,2248
7684,2190
16799,992
780,1215
18905,927
19120,1155
20143,683
19451,504
12297,732
16689,850
4964,1253
7690,1181
20717,716
15325,1839
23519,1675
7122,1247
19806,556
7826,1373
24022,842
23180,535
9091,972
12599,1443
6118,1061
3081,994
19842,1258
11569,1338
16285,1209
17654,907
17681,1416
5802,942
22275,1365
782,1672
22258,1216
7005,1414
10137,1710
18269,1838
15496,1044
17027,1312
4252,1097
23341,2269
21126,1277
19159,753
5026,861
10902,1450
24225,1335
5531,1863
12563,2004
19019,2375
18371,2221
14593,1339
3057,1309
13380,1882
18265,1401
12911,960
10518,596
10744,1680
16067,1043
18126,2349
5362,1700
10631,1206
23184,1399
12469,660
225,1402
18248,1429
17759,1114
19557,1618
22866,1351
22060,764
4448,1188
8851,1471
18183,1943
796,1197
8538,1640
16097,713
22670,1435
23210,1298
23885,1425
17005,909
19719,1941
2393,1225
16571,972
22756,1069
4313,733
15958,1115
6650,551
22414,1050
9839,1184
7410,1694
20424,1855
24591,1032
14074,1291
8139,1023
13196,1796
19147,1400
22195,1361
2072,1340
23780,1322
11045,1330
15932,993
21790,1039
19750,703
24879,1327
15482,1488
19466,1092
19519,568
9708,746
7070,1586
20932,1177
15044,1328
23208,1206
18171,1652
23813,674
23142,590
19084,663
10719,1730
18078,1693
11639,2369
6332,529
9574,1505
19727,715
21562,1704
24929,1473
6645,785
289,1219
781,1603
3902,1446
7725,1168
13933,517
13890,1463
3323,1457
21238,2150
20742,1604
9146,1249
12541,846
24686,708
213,1518
12272,1536
1567,1311
20880,1357
7300,1763
4336,632
3923,1249
13625,781
24082,1843
19722,913
7421,505
9905,772
13128,1088
2912,968
11110,504
2679,1428
13976,945
11754,1490
4357,948
287,749
21935,1245
23905,1325
14322,1188
18780,1460
2877,1782
18649,1168
2094,1328
348,1410
21634,2289
11502,929
2156,957
211,1249
22055,655
11382,596
22683,1401
13092,863
2564,1083
13076,2566
11440,1300
10215,1410
22614,711
20378,1452
18850,925
2146,1513
23034,1604
17441,1303
18488,774
24878,608
16705,1180
10428,1381
1511,1489
2640,1458
323,1501
15899,1156
14027,1304
12915,1500
12065,1764
11714,1394
22566,1686
17492,1174
5928,2196
4321,1182
178,1812
9305,1403
376,1306
2716,2187
1062,1272
15915,1804
21991,689
24553,613
22502,1449
11016,1261
20830,661
1737,1243
19099,1323
16807,1089
22380,1392
24069,657
4489,1378
1327,1344
15188,1251
9115,1156
1780,1600
15955,1348
10517,1690
7665,974
19260,742
14118,1799
24127,1776
23425,2025
10768,1356
10065,1442
24520,1411
8609,1391
16292,732
17475,1076
3638,567
18117,2580
4704,1564
17842,1058
18164,1437
14700,1301
23488,2129
12167,1426
15418,2130
21911,1197
7726,1769
15443,1179
17531,1550
22754,1715
21774,1583
23420,2470
7610,874
2641,1309
771,1033
8306,1702
6132,980
22948,1238
13223,678
15798,1307
14303,1272
3329,901
16034,1166
8478,665
24641,1674
14656,807
1735,884
19483,1805
24009,1111
11594,1141
21643,532
2845,1011
7812,676
22327,2137
3942,1377
2002,1019
17300,985
9833,1401
9185,1402
5677,734
10027,1212
12721,1729
360,1576
1793,1408
9982,1353
16073,976
506,976
640,1851
1789,1540
22437,1457
10554,614
20731,1238
7402,1053
14323,1325
14257,1627
15268,1879
24939,1299
9424,1351
1332,1815
21164,1163
1790,1621
20267,1177
13908,1736
1369,607
17932,558
15930,860
24463,1225
11033,918
21894,1292
6592,1250
19861,2327
9349,881
12349,1445
9700,1211
23998,1421
13367,2430
5528,1382
9160,2387
12713,1480
7918,1395
10611,592
22849,874
1627,2109
2392,1673
12120,2103
13731,795
9213,886
21273,1376
14701,1044
19895,2177
6979,1787
4926,1092
4772,1349
7228,950
9479,1645
1582,1141
2583,1396
6800,527
3241,3146
3629,1483
19588,1700
6377,992
15426,1322
15455,2265
13322,1256
15747,2375
1036,1396
18256,1656
21961,1700
6086,1924
19701,521
1962,1422
8145,626
17856,1070
21931,744
9537,1276
5380,2028
14135,629
4933,1581
5032,1905
24616,1782
22857,1333
20974,1355
4306,1571
14532,1401
6631,586
1809,1344
22661,1796
1660,1881
17838,1113
17703,1786
17916,740
6198,625
22813,1433
11973,1373
14348,1199
21476,1873
2415,1157
12810,793
24592,1240
5726,1424
21146,2390
1722,732
7579,1152
16170,1730
14497,1782
5177,1452
24953,647
2508,2342
19839,1186
23497,1213
15208,1267
15633,1308
4093,2028
2593,1174
12353,763
23580,1258
9812,1302
2690,1321
2597,1006
15134,1429
9615,1403
18092,1103
7283,1304
5188,1588
18146,2274
7711,746
10465,2887
8302,1163
13142,1480
13060,2614
8041,623
15380,1454
18783,1548
22582,1295
6817,2296
20834,677
7873,2128
10513,1457
990,1547
21115,537
3069,1471
13552,2031
715,1187
16862,778
13717,599
9549,1457
21606,554
24361,983
21531,1425
15350,1191
8614,583
2686,1026
15615,1134
21022,1459
14342,1205
23982,554
24736,1140
21700,616
6559,2038
17040,2487
18278,1136
19400,1256
23695,1328
3836,1780
12644,868
7323,1194
10867,1439
18335,1371
1388,817
4279,689
23930,1346
12697,1308
13833,1800
5666,1383
23634,843
8547,1228
12965,764
3884,1899
13719,1100
15480,708
2645,912
6136,1401
15203,1344
20615,995
13951,1590
5641,1543
3016,1317
21818,753
12136,1316
10089,1298
8551,1339
22263,1611
17059,2454
8634,1395
8023,1306
343,809
93,1410
19840,1188
17964,1427
5764,2106
19225,1836
17463,1184
11937,2404
10516,904
20262,1444
9299,1494
13538,653
10113,872
11076,1710
10482,1296
114,1666
18249,880
115,1129
7531,2000
17947,655
14666,1168
929,1717
2346,595
7671,927
16575,1447
1348,1098
24016,1215
11000,2354
10553,680
4957,599
23694,564
10380,879
22441,882
19233,676
17098,992
20416,1606
8065,1389
24634,1769
18439,1156
9646,1259
1357,959
6554,1375
21097,1415
23960,1296
21281,1170
233,1864
15179,1190
11175,1688
1305,700
18873,1340
19906,1477
20590,1657
903,1410
4622,1378
4062,1315
11669,974
6285,1385
516,2481
7744,1235
15598,656
15082,1728
23460,1472
18892,1473
10246,982
4355,1782
5196,1765
7693,601
14315,1236
19599,1032
9465,1196
5147,726
4323,975
13623,2100
11380,1476
23289,1534
2335,958
16379,1284
15423,1113
17223,2258
4968,778
16629,589
4575,1380
14435,799
12249,531
19017,772
9223,2212
22343,510
16470,551
5116,1354
19008,604
7946,2002
17206,678
5005,1381
12258,1707
1116,1181
5144,754
13675,963
2361,1623
24803,1776
13241,1333
19969,976
24281,1335
16375,2012
13414,714
4455,1548
13767,1558
23094,1345
5447,1346
16668,1238
15342,807
23175,1161
3930,1362
19596,1411
2747,2083
8324,1766
10634,910
23583,1633
7660,1864
20074,636
3105,1207
7357,607
16422,881
5766,1232
14442,2149
4623,2594
7152,1043
9485,614
17229,1188
2347,606
22047,1284
23134,1327
4398,683
24745,1883
16999,1189
7197,791
9215,2376
22218,933
11216,2049
6251,2279
1813,1324
11481,854
12682,908
7980,1271
13250,1591
22981,1309
10599,956
11413,1338
15279,1185
18024,1464
4707,1417
5889,682
24555,1349
18237,1184
4591,889
11603,721
16326,1444
14831,540
10673,1211
12135,2405
23312,1661
20064,889
17195,1198
105,500
17061,1393
19326,1262
13612,919
1784,1510
16873,1382
17008,746
5299,1867
19891,1516
259,515
3919,1300
13199,1227
22635,533
17633,1198
15427,1646
8590,2411
6996,571
9326,969
19405,1268
23042,1739
2234,1307
2581,1632
7092,1224
14592,821
21924,747
6275,1506
5178,2105
1915,1208
472,2067
14291,910
836,1696
23053,1335
16696,1128
22040,782
11297,1401
19348,1846
14040,2304
17657,1330
13118,1221
22476,1019
7326,1694
5884,1306
14604,1005
19477,1661
18542,1292
23476,1007
22967,1819
20077,1468
19190,776
21386,2325
15608,580
4495,1024
8154,766
12994,902
16075,850
13347,1740
17793,752
6788,593
1938,2450
16572,1129
11268,1169
11221,1335
11809,2037
15524,1328
5664,1625
15274,1514
20931,1134
9346,1252
6060,1308
3765,669
21099,660
10635,838
13586,1820
16425,1471
15998,1225
11225,1263
14653,633
24008,837
10117,1107
8880,789
7381,1520
19114,1267
10337,1436
3086,961
1226,1359
1887,1263
20716,1222
15204,1152
3591,1608
11702,1794
15852,1310
22041,1449
6417,883
23940,1688
956,879
22596,943
54,1307
16494,1849
6658,1261
5010,1391
3406,956
16133,1468
14810,2467
16616,1180
19042,1102
4065,1319
19805,1967
2649,1451
13740,1262
20686,1314
3508,746
7358,1383
386,1414
10272,1274
19639,852
9775,1727
13016,850
20043,1250
9182,1088
5445,794
6760,1081
1058,1727
14542,1325
3209,561
24576,1219
9616,1524
3545,2087
22743,2267
8328,1354
11786,1446
2985,923
9903,923
12558,1342
3756,975
4871,1224
1095,1473
14756,793
20486,590
7781,1537
13858,774
15242,1428
7376,1099
17824,1149
7060,873
9786,833
7813,853
11958,1421
13176,1489
18257,1644
24183,1878
15797,965
12074,1562
12002,1164
5358,1042
2166,1233
15162,752
7050,835
18705,925
21695,1440
18215,634
16722,902
18135,1707
5649,1141
21440,1579
20592,673
17766,2185
7029,1539
958,1253
1076,1194
112,1313
673,2380
22492,1262
16815,638
15933,667
5377,1793
21711,1560
19275,758
12338,914
7578,911
23563,765
9873,766
21875,1847
3009,1223
8153,683
8006,970
22796,1358
10978,1348
5120,2636
2784,1382
15126,2178
23931,1534
23091,774
17903,601
3868,1988
21661,1940
18128,1424
5331,1015
18746,1504
20163,1472
220,1055
11836,1467
24456,1916
4863,850
10292,1392
13132,1178
12725,957
9441,1430
13906,1400
16456,736
17420,1190
22328,1419
7810,539
426,1202
7027,547
6294,1220
9780,699
5843,1237
19677,949
22026,1789
22250,1452
17106,528
3234,1359
8554,2128
1190,1239
5678,657
1804,1282
17101,890
16528,549
9198,2064
21515,999
4625,686
14030,1141
16311,1354
6152,1391
8365,1861
13105,1874
16255,1620
13355,1427
20604,789
12384,1346
11629,826
8673,2088
15340,1339
1272,652
21415,806
4749,715
22010,1261
563,1432
20603,1473
14351,1346
4123,946
4042,576
12414,2088
15900,542
3145,1199
3109,866
24877,628
7044,854
19769,835
6185,1782
14248,1595
13533,1510
5967,957
20307,1508
4453,1777
14154,1423
22496,1460
12118,819
18430,2232
21519,1291
4903,1748
1773,1685
7827,1151
3807,1774
7547,1369
22293,746
16290,1461
8640,1937
3956,743
627,1335
1191,1328
12619,1178
14718,1290
3021,1772
17169,704
1171,1411
2776,2042
6305,1065
18005,1330
18666,1588
13450,1641
8608,2208
15661,1214
3860,1075
4322,2151
8739,690
16352,1289
1772,857
20349,1052
15030,1285
14965,1383
16095,2110
18433,1387
20304,913
500,1251
6050,1175
3938,539
18313,975
15591,677
9116,2024
19597,1311
4105,957
416,1376
14484,886
9758,2254
2122,1763
22745,1671
19580,2056
24790,829
9131,2082
21167,1051
16191,696
9688,785
5847,562
2648,960
6951,1462
1593,849
22345,1218
12345,1277
16969,1116
5579,1787
22711,1843
16354,1455
15431,1828
14632,1292
21927,859
21758,1331
22953,999
7055,1102
18611,1309
628,1718
12286,1155
9967,1271
1128,1166
5850,2263
1063,1442
21806,1728
8946,1095
23498,1652
21717,736
17741,1758
15820,1420
20501,875
22440,593
8571,1685
10204,753
3586,1247
4235,2084
13429,1142
12474,790
645,1464
16638,1091
10930,1422
964,870
18653,906
5811,1409
6548,1406
12104,557
12711,1178
13378,2470
14111,2277
9372,1404
12574,737
4914,1431
22271,1134
8115,1204
10222,629
21201,1628
23916,1232
9751,1113
3737,1428
14917,1451
24364,845
297,1467
1861,891
15106,1540
17194,1598
17407,2519
10773,1849
11321,550
4144,915
10315,1209
4620,583
15283,1974
5816,850
16444,1125
5693,1708
5410,784
1823,2073
1869,1125
6520,1593
2382,1395
20772,1428
16998,738
15070,692
6611,1539
14045,583
22746,1427
20847,1342
22318,1906
9527,634
19375,1872
14,1399
17552,831
5545,1251
21596,1323
14138,815
11208,1620
8417,1314
3421,1272
1423,1500
21972,1119
4652,1649
6676,2430
19071,2560
4010,777
12080,984
16675,1731
17967,2042
21421,1107
23119,573
6844,847
15326,673
14229,1663
17600,565
10268,1184
3269,1821
9171,1263
10868,1038
5409,1094
13508,1233
8106,1487
23707,1341
20920,1039
14602,1950
33,1465
8361,1190
24189,601
24943,1138
13618,1212
23309,1383
13115,797
16843,724
15832,1745
16639,1378
9732,786
11555,1127
15541,1426
6921,1275
9142,1153
8429,1451
20989,1470
24349,589
8529,1445
1330,1441
2120,1088
23463,2547
6883,884
16764,1347
8256,2640
19270,1391
6880,2287
21898,932
4025,1299
9297,1232
15475,1434
14247,1023
4307,1624
7023,1182
17655,932
16632,691
12962,1989
21114,1266
3701,1503
22307,1320
6834,1163
10239,1628
1863,1023
16169,747
16040,1013
884,2491
4985,1279
9987,707
17493,1532
20672,1163
7382,701
5865,1690
15365,1231
9888,620
331,1406
2715,2181
10803,1487
1584,1792
23188,610
21356,1203
14349,1498
11500,1727
21190,1166
23585,1693
10453,745
40,1812
23844,873
13453,635
8283,1338
4736,1806
15650,1172
7343,1141
126,1276
3320,1459
23324,1459
18402,1418
8081,1218
2766,966
21772,1084
1290,1801
6927,2003
14259,1859
19604,537
3467,760
21980,744
18053,1231
14197,1526
24525,2031
9262,1306
9655,1484
1901,1336
8582,1489
14544,1502
11467,1307
14683,1262
22643,1470
5761,1163
650,1434
23445,1386
23477,1503
2252,541
18544,1816
19865,1481
7688,1319
9048,618
17860,654
14300,891
3513,2105
18584,1197
24865,2553
7639,786
7189,1142
15709,593
894,668
19930,1376
10185,1241
24873,722
16947,866
5708,1335
6217,930
20924,1384
23085,1233
9052,1127
14381,1521
16283,1423
21491,1304
4440,2458
5077,606
20191,2409
23658,559
20804,982
21496,722
22947,849
21644,1363
8807,791
6314,1003
20229,1138
1815,1458
22867,1147
17026,1246
12573,679
22087,646
16817,680
7745,675
7274,923
2987,1065
6092,972
17611,1401
22152,1091
16105,1270
5335,1207
11466,1848
22891,904
7130,1059
14310,955
22684,1408
20556,1506
19966,1812
20443,1525
19184,1330
4954,892
12634,609
4399,1353
6090,888
1037,640
3047,1155
11726,1404
17518,1280
10344,1425
3275,929
9889,1700
3528,1798
13162,1304
5799,1131
2262,1305
17105,552
11125,1320
20083,794
20679,1688
24765,1453
14085,2002
8584,1127
16763,1192
2011,2503
14492,594
3163,1656
18991,1453
4229,1609
21337,1359
10753,1268
3401,2296
18645,1473
2726,1944
13703,1289
11209,1308
800,2617
13070,2191
10314,957
3390,928
20945,1298
10724,1480
21809,1569
4984,644
15952,804
5473,1301
829,678
13460,1220
12602,990
11872,978
20323,939
14480,1679
15341,1054
7186,1221
21570,1484
21855,1181
1147,1156
2029,1742
2900,580
8786,1310
10792,628
22242,1267
24191,1220
121,1421
13805,1463
19656,602
14536,1186
3289,2599
10353,985
16148,2286
8553,809
22438,1127
11138,881
19370,1386
24521,2289
16651,761
2584,1304
14594,1486
20714,1283
6988,777
24076,1341
23051,1227
8050,985
6639,2232
14403,2482
11581,1305
8866,1435
18573,1274
6892,1208
23898,623
5163,1470
11052,847
12546,1215
8100,1006
12825,1314
10386,799
4189,1071
17289,886
18950,1060
11086,1463
10551,741
9316,1377
14828,1359
2555,1425
20090,1753
11510,1046
24293,1217
17178,1196
7884,1767
22423,987
13828,1392
7972,1369
11722,2043
22682,798
10630,1615
6064,1345
16388,1427
9077,1446
24902,1476
1438,901
14244,1114
4819,1619
8247,1390
23359,1231
10256,678
9371,1476
14112,1548
9566,1247
21304,867
19294,1368
15765,1510
24968,1166
6,1067
23372,1189
10843,1378
20167,1442
18680,1506
12083,2429
7237,1037
5894,1035
554,2077
15043,1397
19665,1219
4423,1444
21078,1132
18998,822
12502,1732
6298,526
15474,815
4359,1173
19488,1353
17312,1132
1949,759
3797,1421
5744,821
2418,949
13420,1116
1821,966
19974,1124
19886,1632
11042,715
24808,1285
2595,1306
20514,861
5477,1717
8069,607
3823,928
624,1907
5866,1176
2111,988
12426,667
23063,1079
20857,1549
20999,614
1642,836
12043,1303
5919,1369
15140,1590
6291,1826
20042,1787
7507,1301
18707,986
21557,700
21160,535
9406,526
15985,816
4167,1230
19885,801
24058,1901
9054,1271
24918,1339
18158,552
8415,1276
15601,1211
6333,866
2080,890
16859,798
9890,1362
3248,1290
9939,763
3890,552
16125,530
16315,2235
23581,1471
20806,1468
1561,1310
7737,1154
19565,2156
387,1342
11012,1248
8689,744
20869,1086
62,1267
21211,941
6192,1592
6061,1711
18036,924
8453,1471
5393,1475
24860,1198
13299,1995
4689,711
8198,1290
8444,1384
